# hainzl_marsan_2008_fig2b_mod.png 5.5 < M < 6. x= exponent of logarithmic time in days (-2 = 10^-2 days, +2=100 days. Y= exponent of log rate in 1/day
-1.8596, -0.4579
-1.6053, -0.4818
-1.3561, -0.6581
-1.1068, -0.9472
-0.8576, -1.1235
-0.6084, -1.1418
-0.3566, -1.5551
-0.1048, -1.7088
0.1444, -1.9189
0.3937, -2.0613
0.6454, -2.3561
0.8922, -2.5155
1.1439, -2.7877
1.3931, -2.8455
1.6424, -2.9935
1.8942, -3.2432
2.1408, -3.2332
2.3901, -3.353
