# Estimated Coulombstress in Roof region of gallery in Morsleben (from Dirk Becker) (see Dahm, 2022, fig 7)
# Coulombstress_in_Pa   day_since_filling
4877434.29 101.604
4873259.34 101.646
4869113.61 101.687
4865002.91 101.729
4860933.03 101.771
4856909.78 101.812
4852938.97 101.854
4849026.39 101.896
4845177.84 101.937
4841399.13 101.979
4837696.07 102.021
4834074.44 102.062
4830540.06 102.104
4827099.43 102.146
4823775.97 102.187
4820570.03 102.229
4817469.83 102.271
4814463.59 102.312
4811539.51 102.354
4808734.86 102.396
4806108.22 102.437
4803230.90 102.479
4800057.25 102.521
4795934.98 102.562
4790823.73 102.604
4786582.36 102.646
4782913.63 102.687
4779432.97 102.729
4775841.67 102.771
4771945.49 102.812
4767882.24 102.854
4763810.98 102.896
4759889.66 102.937
4756244.27 102.979
4752785.01 103.021
4749452.94 103.062
4746206.85 103.104
4743005.54 103.146
4739807.80 103.187
4736572.42 103.229
4733261.58 103.271
4729909.23 103.312
4726539.05 103.354
4723155.06 103.396
4719761.23 103.437
4716361.56 103.479
4712960.05 103.521
4709560.69 103.562
4706167.48 103.604
4702784.41 103.646
4699415.47 103.687
4696064.66 103.729
4692735.98 103.771
4689489.24 103.812
4686379.76 103.854
4683380.97 103.896
4680466.07 103.937
4677608.28 103.979
4674780.77 104.021
4671956.75 104.062
4669109.42 104.104
4666211.98 104.146
4663237.61 104.187
4660159.52 104.229
4656950.91 104.271
4653584.97 104.312
4650034.90 104.354
4646273.90 104.396
4642275.17 104.437
4638011.89 104.479
4633507.16 104.521
4628946.87 104.562
4624317.64 104.604
4619580.30 104.646
4614695.64 104.687
4609624.50 104.729
4604327.69 104.771
4598766.01 104.812
4592900.29 104.854
4586691.35 104.896
4580099.99 104.937
4573087.03 104.979
4565613.30 105.021
4557639.59 105.062
4549126.74 105.104
4540035.55 105.146
4530326.85 105.187
4519961.44 105.229
4508900.14 105.271
4497103.76 105.312
4484533.14 105.354
4471149.06 105.396
4456912.37 105.437
4433669.67 105.479
4395920.17 105.521
4348826.77 105.562
4297556.99 105.604
4247278.36 105.646
4203158.38 105.687
4170364.58 105.729
4154023.96 105.771
4147170.35 105.812
4141656.29 105.854
4137243.48 105.896
4133693.62 105.937
4130768.41 105.979
4128229.55 106.021
4125838.75 106.062
4123357.70 106.104
4120548.12 106.146
4117171.69 106.187
4112990.12 106.229
4107765.11 106.271
4101136.53 106.312
4091844.15 106.354
4079834.58 106.396
4065387.55 106.437
4048782.74 106.479
4030299.89 106.521
4010218.69 106.562
3988818.87 106.604
3966380.12 106.646
3943182.15 106.687
3919493.54 106.729
3885586.86 106.771
3843123.35 106.812
3807332.79 106.854
3793388.96 106.896
3795288.77 106.937
3800133.42 106.979
3807273.11 107.021
3816058.05 107.062
3825838.44 107.104
3835964.49 107.146
3845786.39 107.187
3854654.36 107.229
3861918.60 107.271
3866929.31 107.312
3869036.69 107.354
3866295.96 107.396
3857194.97 107.437
3843060.06 107.479
3825247.68 107.521
3805114.27 107.562
3784016.28 107.604
3763310.16 107.646
3744352.33 107.687
3728499.26 107.729
3717107.39 107.771
3711533.15 107.812
3713392.19 107.854
3723104.37 107.896
3738622.55 107.937
3757799.40 107.979
3778487.61 108.021
3798539.85 108.062
3820395.06 108.104
3844674.96 108.146
3868449.23 108.187
3892890.05 108.229
3918540.84 108.271
3945169.99 108.312
3972147.47 108.354
3998845.76 108.396
4025180.90 108.437
4051386.98 108.479
4077538.46 108.521
4103709.83 108.562
4129975.56 108.604
4156410.13 108.646
4183088.00 108.687
4210092.71 108.729
4237391.61 108.771
4264885.81 108.812
4292476.42 108.854
4320064.54 108.896
4347551.30 108.937
4374837.80 108.979
4401843.42 109.021
4428848.63 109.062
4455936.95 109.104
4483051.15 109.146
4510133.96 109.187
4537128.16 109.229
4563976.49 109.271
4590621.71 109.312
4617006.57 109.354
4643073.83 109.396
4668766.25 109.437
4694026.57 109.479
4718797.56 109.521
4744031.11 109.562
4771315.02 109.604
4800128.62 109.646
4829901.41 109.687
4860062.84 109.729
4890042.40 109.771
4919269.54 109.812
4947173.76 109.854
4973184.50 109.896
4996731.26 109.937
5017243.50 109.979
5034150.68 110.021
5046882.29 110.062
5054867.80 110.104
5057539.02 110.146
5057094.09 110.187
5055832.35 110.229
5053785.50 110.271
5050985.27 110.312
5047463.37 110.354
5043251.52 110.396
5038381.45 110.437
5032884.85 110.479
5026793.47 110.521
5020139.00 110.562
5012953.17 110.604
5005267.70 110.646
4997114.31 110.687
4988524.71 110.729
4979530.62 110.771
4970163.76 110.812
4960455.84 110.854
4950438.59 110.896
4940143.72 110.937
4929602.95 110.979
4918831.72 111.021
4906080.73 111.062
4890330.66 111.104
4871832.16 111.146
4850835.90 111.187
4827592.57 111.229
4802352.82 111.271
4775367.34 111.312
4746886.78 111.354
4717161.82 111.396
4686443.14 111.437
4654981.39 111.479
4623027.26 111.521
4590831.41 111.562
4558644.52 111.604
4526717.24 111.646
4491887.02 111.687
4446143.72 111.729
4397042.43 111.771
4353385.68 111.812
4323976.01 111.854
4316794.25 111.896
4321458.00 111.937
4330806.15 111.979
4343121.39 112.021
4356686.44 112.062
4369784.00 112.104
4380696.79 112.146
4387707.51 112.187
4389143.28 112.229
4384788.28 112.271
4375589.33 112.312
4362425.14 112.354
4346174.44 112.396
4327715.95 112.437
4307928.39 112.479
4287690.49 112.521
4267880.97 112.562
4249378.54 112.604
4233061.94 112.646
4219809.88 112.687
4210501.08 112.729
4206014.28 112.771
4207286.44 112.812
4214429.34 112.854
4226401.13 112.896
4242118.14 112.937
4260496.71 112.979
4280453.17 113.021
4300903.87 113.062
4320765.15 113.104
4338953.34 113.146
4354384.77 113.187
4365975.79 113.229
4372642.73 113.271
4375038.01 113.312
4377061.60 113.354
4378905.57 113.396
4380551.24 113.437
4381979.92 113.479
4383172.95 113.521
4384111.62 113.562
4384777.27 113.604
4385151.20 113.646
4376162.24 113.687
4285910.57 113.729
4264817.02 113.771
4278310.18 113.812
4299010.89 113.854
4320385.06 113.896
4343878.54 113.937
4371726.37 113.979
4400874.67 114.021
4428269.55 114.062
4450863.18 114.104
4470715.72 114.146
4490981.46 114.187
4511191.53 114.229
4530877.11 114.271
4549569.33 114.312
4566799.36 114.354
4582098.34 114.396
4594997.43 114.437
4605027.78 114.479
4611720.55 114.521
4614606.87 114.562
4602783.61 114.604
4560609.96 114.646
4497470.66 114.687
4423399.13 114.729
4348428.77 114.771
4282592.99 114.812
4235925.21 114.854
4218456.61 114.896
4223152.01 114.937
4236282.10 114.979
4256762.05 115.021
4283506.99 115.062
4315432.08 115.104
4351452.46 115.146
4390483.28 115.187
4431439.70 115.229
4473236.86 115.271
4514789.91 115.312
4555014.00 115.354
4592824.28 115.396
4627197.00 115.437
4660551.79 115.479
4694513.86 115.521
4728942.37 115.562
4763696.50 115.604
4798635.39 115.646
4833618.23 115.687
4868504.16 115.729
4903152.36 115.771
4937421.98 115.812
4971151.61 115.854
5003645.78 115.896
5035073.68 115.937
5066053.46 115.979
5097203.24 116.021
5129141.16 116.062
5162485.35 116.104
5197853.94 116.146
5235954.99 116.187
5278016.30 116.229
5323421.16 116.271
5371096.81 116.312
5419970.49 116.354
5468969.45 116.396
5517020.95 116.437
5563052.23 116.479
5606945.74 116.521
5650543.57 116.562
5693735.12 116.604
5736290.04 116.646
5777977.99 116.687
5818568.64 116.729
5857831.64 116.771
5895594.80 116.812
5936185.69 116.854
5980218.76 116.896
6024603.17 116.937
6066248.11 116.979
6102062.75 117.021
6128956.26 117.062
6143837.82 117.104
6145553.62 117.146
6143548.16 117.187
6139548.26 117.229
6133553.85 117.271
6125564.86 117.312
6115581.23 117.354
6103602.90 117.396
6089629.79 117.437
6073661.85 117.479
6055699.00 117.521
6035741.18 117.562
6013788.32 117.604
5986809.75 117.646
5913697.91 117.687
5802147.39 117.729
5679006.39 117.771
5571123.08 117.812
5497334.48 117.854
5439166.36 117.896
5430937.27 117.937
5431939.63 117.979
5433222.95 118.021
5434110.67 118.062
5432863.41 118.104
5425400.88 118.146
5412318.49 118.187
5394675.19 118.229
5373529.95 118.271
5349941.73 118.312
5324969.51 118.354
5299672.24 118.396
5275108.90 118.437
5252338.44 118.479
5232419.84 118.521
5216412.05 118.562
5205374.04 118.604
5200364.79 118.646
5201104.12 118.687
5204827.38 118.729
5210984.59 118.771
5219129.27 118.812
5228814.93 118.854
5239595.09 118.896
5251023.28 118.937
5262653.00 118.979
5274037.77 119.021
5284731.12 119.062
5294286.55 119.104
5302257.60 119.146
5308197.77 119.187
5311660.58 119.229
5311523.57 119.271
5299180.49 119.312
5274578.24 119.354
5240851.60 119.396
5201135.34 119.437
5127431.26 119.479
5033839.48 119.521
4964091.97 119.562
4903366.78 119.604
4850535.47 119.646
4804029.56 119.687
4765809.35 119.729
4729631.35 119.771
4714063.13 119.812
4716838.87 119.854
4723546.18 119.896
4732762.78 119.937
4743066.40 119.979
4757543.77 120.021
4780480.92 120.062
4808648.43 120.104
4838742.97 120.146
4867461.21 120.187
4891499.84 120.229
4907555.51 120.271
4912383.37 120.312
4907507.80 120.354
4895997.35 120.396
4879196.76 120.437
4858450.74 120.479
4835104.00 120.521
4810501.25 120.562
4785987.22 120.604
4762906.62 120.646
4742604.16 120.687
4726424.57 120.729
4715712.55 120.771
4711812.83 120.812
4713203.37 120.854
4717270.50 120.896
4723809.05 120.937
4732613.91 120.979
4743479.98 121.021
4756202.16 121.062
4770575.34 121.104
4786394.43 121.146
4803454.32 121.187
4821549.92 121.229
4840476.11 121.271
4860027.81 121.312
4879999.90 121.354
4900187.28 121.396
4920384.86 121.437
4940477.76 121.479
4962684.52 121.521
4987778.84 121.562
5015414.93 121.604
5045247.01 121.646
5076929.31 121.687
5110116.04 121.729
5144461.42 121.771
5179619.69 121.812
5215245.04 121.854
5250991.72 121.896
5286513.93 121.937
5321496.45 121.979
5357536.70 122.021
5395385.92 122.062
5434610.25 122.104
5474775.89 122.146
5515448.98 122.187
5556195.70 122.229
5596582.21 122.271
5636174.69 122.312
5674539.30 122.354
5711242.20 122.396
5745849.56 122.437
5778621.18 122.479
5810596.45 122.521
5841813.77 122.562
5872290.75 122.604
5902044.99 122.646
5931094.10 122.687
5959455.68 122.729
5987147.35 122.771
6014186.71 122.812
6040591.35 122.854
6066378.90 122.896
6091758.14 122.937
6117543.23 122.979
6143543.59 123.021
6169431.99 123.062
6194881.20 123.104
6219564.02 123.146
6243153.21 123.187
6265321.56 123.229
6285741.84 123.271
6304086.83 123.312
6320029.31 123.354
6333344.65 123.396
6345850.65 123.437
6358245.86 123.479
6370427.72 123.521
6382293.69 123.562
6393741.20 123.604
6404667.70 123.646
6414970.62 123.687
6424547.42 123.729
6433295.54 123.771
6441112.42 123.812
6447895.50 123.854
6453542.22 123.896
6457950.04 123.937
6461016.39 123.979
6462638.72 124.021
6461672.71 124.062
6450805.26 124.104
6429679.54 124.146
6399564.02 124.187
6361727.19 124.229
6317437.55 124.271
6267963.58 124.312
6214573.76 124.354
6158536.58 124.396
6101120.53 124.437
6043594.09 124.479
5977163.32 124.521
5891050.64 124.562
5817253.41 124.604
5762482.64 124.646
5717616.11 124.687
5691895.82 124.729
5673979.58 124.771
5658429.01 124.812
5645782.71 124.854
5636579.25 124.896
5631357.22 124.937
5630707.64 124.979
5635063.30 125.021
5642913.59 125.062
5652398.09 125.104
5663536.63 125.146
5681001.07 125.187
5692674.69 125.229
5692847.31 125.271
5692130.30 125.312
5690956.24 125.354
5685163.84 125.396
5652755.68 125.437
5599621.49 125.479
5536559.45 125.521
5474367.75 125.562
5422932.02 125.604
5370774.07 125.646
5316072.34 125.687
5265516.76 125.729
5225797.29 125.771
5203603.84 125.812
5194085.31 125.854
5187062.18 125.896
5181787.54 125.937
5177515.28 125.979
5173499.31 126.021
5168993.52 126.062
5163251.82 126.104
5155500.80 126.146
5144586.56 126.187
5130584.03 126.229
5114018.23 126.271
5095414.19 126.312
5075296.93 126.354
5054191.48 126.396
5032622.86 126.437
5011116.10 126.479
4990196.22 126.521
4970388.25 126.562
4952217.21 126.604
4936208.12 126.646
4922886.01 126.687
4912775.90 126.729
4905704.54 126.771
4899082.14 126.812
4892863.24 126.854
4887344.06 126.896
4882820.83 126.937
4879589.76 126.979
4877947.08 127.021
4877837.17 127.062
4878049.30 127.104
4878446.71 127.146
4879024.34 127.187
4879777.14 127.229
4880700.05 127.271
4881788.00 127.312
4883035.94 127.354
4884438.80 127.396
4885991.54 127.437
4887689.09 127.479
4889526.39 127.521
4891498.38 127.562
4893600.01 127.604
4895826.21 127.646
4899210.18 127.687
4907276.29 127.729
4919640.69 127.771
4935536.94 127.812
4954198.59 127.854
4974859.21 127.896
4996752.35 127.937
5019111.59 127.979
5041170.47 128.021
5062162.57 128.062
5081321.43 128.104
5097880.63 128.146
5111073.71 128.188
5120134.26 128.229
5124295.81 128.271
5121743.34 128.312
5110067.43 128.354
5090218.26 128.396
5063285.79 128.438
5030359.97 128.479
4992530.75 128.521
4950888.09 128.562
4906521.95 128.604
4860272.19 128.646
4794691.03 128.688
4711697.18 128.729
4620706.90 128.771
4514168.10 128.812
4461169.98 128.854
4438353.25 128.896
4435880.89 128.938
4448396.63 128.979
4471081.02 129.021
4500798.43 129.062
4534413.23 129.104
4568789.82 129.146
4602347.90 129.188
4642653.17 129.229
4688323.60 129.271
4735883.55 129.312
4781857.33 129.354
4822769.30 129.396
4856854.20 129.438
4887165.40 129.479
4915682.09 129.521
4944300.82 129.562
4974918.21 129.604
5008091.24 129.646
5042524.89 129.688
5078119.13 129.729
5114789.86 129.771
5152452.95 129.812
5190874.20 129.854
5230191.37 129.896
5270890.62 129.938
5313458.13 129.979
5358397.24 130.021
5407837.08 130.062
5461202.63 130.104
5515923.30 130.146
5569428.48 130.188
5619211.83 130.229
5665689.59 130.271
5710390.71 130.312
5754145.03 130.354
5797782.39 130.396
5842104.12 130.438
5887109.06 130.479
5932228.32 130.521
5976937.59 130.562
6020712.54 130.604
6063030.30 130.646
6103780.02 130.688
6143591.35 130.729
6183164.09 130.771
6223198.03 130.812
6263454.99 130.854
6302471.43 130.896
6345050.57 130.938
6392362.53 130.979
6433441.93 131.021
6469385.29 131.062
6508430.65 131.104
6548320.26 131.146
6578606.08 131.188
6611616.13 131.229
6650155.80 131.271
6666765.31 131.312
6657815.88 131.354
6640200.37 131.396
6620273.74 131.438
6594114.95 131.479
6562369.22 131.521
6526383.85 131.562
6487119.54 131.604
6442586.63 131.646
6391461.89 131.688
6332760.07 131.729
6265495.96 131.771
6169242.18 131.812
6024399.02 131.854
5877472.22 131.896
5777159.81 131.938
5759883.66 131.979
5763082.72 132.021
5768267.10 132.062
5773914.34 132.104
5778502.00 132.146
5780507.63 132.188
5770633.60 132.229
5742347.36 132.271
5701081.85 132.312
5652294.46 132.354
5601442.59 132.396
5553983.63 132.438
5515374.96 132.479
5484684.37 132.521
5452389.62 132.562
5421527.98 132.604
5395610.32 132.646
5378147.49 132.688
5372597.24 132.729
5376164.97 132.771
5384934.49 132.812
5398004.63 132.854
5414474.20 132.896
5433442.03 132.938
5454006.94 132.979
5475267.76 133.021
5496323.32 133.062
5516272.43 133.104
5534213.92 133.146
5549246.62 133.188
5560469.34 133.229
5566980.91 133.271
5567869.16 133.312
5562668.39 133.354
5552183.00 133.396
5537389.60 133.438
5519264.84 133.479
5498785.32 133.521
5476927.68 133.562
5454668.53 133.604
5432984.51 133.646
5412852.24 133.688
5395248.34 133.729
5381149.44 133.771
5371532.15 133.812
5367373.12 133.854
5368770.03 133.896
5374187.77 133.938
5383000.00 133.979
5394609.47 134.021
5408418.89 134.062
5423830.99 134.104
5440248.51 134.146
5457074.15 134.188
5473710.67 134.229
5489560.77 134.271
5504027.19 134.312
5516512.66 134.354
5526419.90 134.396
5533151.63 134.438
5536110.60 134.479
5514880.46 134.521
5444450.70 134.562
5352518.10 134.604
5268168.10 134.646
5215664.99 134.688
5175076.90 134.729
5161510.37 134.771
5162848.22 134.812
5165920.63 134.854
5170533.73 134.896
5176493.66 134.938
5183606.56 134.979
5191678.59 135.021
5200856.51 135.062
5222336.32 135.104
5257035.59 135.146
5298686.74 135.188
5341022.21 135.229
5377774.41 135.271
5402675.78 135.312
5409207.85 135.354
5385364.01 135.396
5334983.24 135.438
5268769.52 135.479
5197426.80 135.521
5131659.08 135.562
5082170.31 135.604
5059664.46 135.646
5059300.10 135.688
5059389.56 135.729
5059547.05 135.771
5059774.46 135.812
5060073.70 135.854
5060446.67 135.896
5060895.25 135.938
5061421.34 135.979
5064848.63 136.021
5081724.89 136.062
5109628.03 136.104
5144616.22 136.146
5182747.65 136.188
5220080.49 136.229
5253296.93 136.271
5287087.31 136.312
5322554.48 136.354
5358697.01 136.396
5394513.43 136.438
5429002.31 136.479
5467685.73 136.521
5514162.19 136.562
5557082.29 136.604
5595307.34 136.646
5637498.38 136.688
5684828.87 136.729
5733400.72 136.771
5783371.60 136.812
5833725.91 136.854
5883400.08 136.896
5931477.47 136.938
5975931.01 136.979
6017574.34 137.021
6059187.15 137.062
6101346.79 137.104
6143395.17 137.146
6185744.60 137.188
6228807.36 137.229
6273093.75 137.271
6320664.81 137.312
6370226.75 137.354
6419142.95 137.396
6464776.82 137.438
6504544.36 137.479
6538578.64 137.521
6569220.59 137.562
6598533.22 137.604
6628579.54 137.646
6661517.37 137.688
6701897.75 137.729
6748839.00 137.771
6798889.24 137.812
6848596.62 137.854
6894509.25 137.896
6933175.28 137.938
6961142.84 137.979
6974960.06 138.021
6975651.84 138.062
6974754.43 138.104
6973087.74 138.146
6970636.49 138.188
6967385.39 138.229
6963319.17 138.271
6958422.54 138.312
6952680.23 138.354
6946076.95 138.396
6938597.42 138.438
6919463.22 138.479
6865817.63 138.521
6784118.06 138.562
6682175.42 138.604
6567800.68 138.646
6448804.77 138.688
6308102.43 138.729
6110668.29 138.771
5949711.97 138.812
5887892.80 138.854
5848053.26 138.896
5828640.39 138.938
5831188.16 138.979
5842906.64 139.021
5859307.76 139.062
5876334.35 139.104
5889929.26 139.146
5896035.34 139.188
5895183.23 139.229
5892110.89 139.271
5886789.51 139.312
5879154.52 139.354
5869141.30 139.396
5856685.28 139.438
5841721.87 139.479
5824186.46 139.521
5804014.47 139.562
5781141.31 139.604
5755502.38 139.646
5727033.09 139.688
5695668.85 139.729
5656277.28 139.771
5532514.53 139.812
5415642.90 139.854
5360973.23 139.896
5345571.03 139.938
5357298.61 139.979
5378398.12 140.021
5402561.68 140.062
5423481.44 140.104
5436755.21 140.146
5448820.43 140.188
5460620.10 140.229
5471725.80 140.271
5481709.13 140.312
5490141.67 140.354
5496595.01 140.396
5500640.73 140.438
5501866.18 140.479
5501562.38 140.521
5500860.90 140.562
5499899.98 140.604
5498817.90 140.646
5497752.91 140.688
5496843.27 140.729
5496227.24 140.771
5496209.10 140.812
5506851.60 140.854
5531669.56 140.896
5567371.66 140.938
5610666.60 140.979
5658263.10 141.021
5706869.84 141.062
5753195.52 141.104
5793948.85 141.146
5825838.53 141.188
5845573.25 141.229
5849866.20 141.271
5837006.88 141.312
5808916.03 141.354
5768012.11 141.396
5716713.63 141.438
5657439.04 141.479
5592606.84 141.521
5524635.51 141.562
5435461.48 141.604
5306266.70 141.646
5214880.36 141.688
5169727.08 141.729
5143927.88 141.771
5144203.94 141.812
5151224.16 141.854
5162993.71 141.896
5178667.86 141.938
5197401.88 141.979
5218351.04 142.021
5240670.61 142.062
5263515.85 142.104
5291936.94 142.146
5326829.57 142.188
5365170.52 142.229
5377884.82 142.271
5383072.54 142.312
5387692.37 142.354
5400639.28 142.396
5415873.92 142.438
5431917.04 142.479
5444759.46 142.521
5435124.38 142.562
5376861.91 142.604
5294941.06 142.646
5219170.51 142.688
5179345.51 142.729
5167168.86 142.771
5157491.97 142.812
5150982.65 142.854
5148308.66 142.896
5154693.98 142.938
5175545.87 142.979
5207687.13 143.021
5247850.72 143.062
5292769.62 143.104
5339176.81 143.146
5383805.25 143.188
5423898.16 143.229
5463882.75 143.271
5505401.86 143.312
5548194.33 143.354
5591998.99 143.396
5636554.67 143.438
5681600.18 143.479
5726874.36 143.521
5772584.04 143.562
5819476.21 143.604
5867248.40 143.646
5915558.03 143.688
5964062.50 143.729
6012419.21 143.771
6060285.57 143.812
6107351.15 143.854
6154210.76 143.896
6201075.05 143.938
6247764.18 143.979
6294098.25 144.021
6339897.40 144.062
6384981.76 144.104
6429171.45 144.146
6472774.64 144.188
6516952.05 144.229
6561125.35 144.271
6604584.35 144.312
6646618.88 144.354
6686518.77 144.396
6723573.83 144.438
6757105.20 144.479
6789386.96 144.521
6821492.68 144.562
6852459.27 144.604
6881323.65 144.646
6907122.74 144.688
6928893.45 144.729
6945672.71 144.771
6957459.39 144.812
6968251.24 144.854
6978531.02 144.896
6988207.91 144.938
6997191.08 144.979
7005389.70 145.021
7012712.96 145.062
7019070.03 145.104
7024370.08 145.146
7028522.29 145.188
7031435.83 145.229
7033019.88 145.271
7032615.89 145.312
7024898.71 145.354
7009452.01 145.396
6987368.97 145.438
6959742.79 145.479
6927666.63 145.521
6892233.69 145.562
6854537.15 145.604
6815670.19 145.646
6776726.00 145.688
6738472.65 145.729
6692059.23 145.771
6636296.16 145.812
6575544.00 145.854
6514163.30 145.896
6456514.61 145.938
6406958.47 145.979
6369678.42 146.021
6340910.76 146.062
6316627.84 146.104
6295705.07 146.146
6277017.87 146.188
6259441.63 146.229
6241851.78 146.271
6223123.71 146.312
6202132.85 146.354
6177754.59 146.396
6148864.36 146.438
6110024.44 146.479
6054730.98 146.521
5992917.62 146.562
5935247.34 146.604
5892383.14 146.646
5862406.77 146.688
5834217.38 146.729
5808411.76 146.771
5785621.15 146.812
5766476.74 146.854
5751609.75 146.896
5741651.38 146.938
5736394.38 146.979
5732927.32 147.021
5730598.46 147.062
5729020.73 147.104
5727807.05 147.146
5726570.35 147.188
5724923.55 147.229
5722479.58 147.271
5718851.36 147.312
5713651.81 147.354
5679559.98 147.396
5565178.20 147.438
5498753.40 147.479
5458839.06 147.521
5443823.30 147.562
5433774.02 147.604
5426473.53 147.646
5419769.41 147.688
5411509.24 147.729
5398640.99 147.771
5380483.76 147.812
5366505.29 147.854
5367477.01 147.896
5390293.99 147.938
5428849.26 147.979
5475756.35 148.021
5523628.81 148.062
5565080.19 148.104
5592724.01 148.146
5599830.24 148.188
5596839.54 148.229
5590499.51 148.271
5581670.98 148.312
5571214.77 148.354
5559991.70 148.396
5548862.61 148.438
5538688.32 148.479
5530329.66 148.521
5524647.44 148.562
5522502.50 148.604
5524839.82 148.646
5531669.64 148.688
5542411.20 148.729
5556483.63 148.771
5573306.04 148.812
5592297.55 148.854
5612877.28 148.896
5634464.33 148.938
5656477.83 148.979
5678336.89 149.021
5699460.63 149.062
5719268.17 149.104
5737178.61 149.146
5752611.08 149.188
5764984.70 149.229
5774393.73 149.271
5782441.20 149.312
5789471.03 149.354
5795745.52 149.396
5801526.95 149.438
5807077.62 149.479
5812659.82 149.521
5818535.84 149.562
5824967.97 149.604
5832218.50 149.646
5840549.72 149.688
5850223.93 149.729
5862055.50 149.771
5876676.73 149.812
5893750.07 149.854
5912933.39 149.896
5933884.58 149.938
5956261.54 149.979
5979722.13 150.021
6003924.26 150.062
6028525.81 150.104
6053184.66 150.146
6077558.69 150.188
6101319.03 150.229
6125440.96 150.271
6150575.96 150.312
6176551.74 150.354
6203195.98 150.396
6230336.39 150.438
6257800.65 150.479
6285416.47 150.521
6313011.53 150.562
6340413.53 150.604
6367450.16 150.646
6393949.12 150.688
6419794.83 150.729
6445716.24 150.771
6471910.67 150.812
6498280.70 150.854
6524728.92 150.896
6551157.91 150.938
6577470.26 150.979
6603568.55 151.021
6629355.36 151.062
6654733.28 151.104
6679604.89 151.146
6703872.78 151.188
6727439.52 151.229
6750207.70 151.271
6772079.91 151.312
6792958.73 151.354
6812923.73 151.396
6833378.44 151.438
6854485.63 151.479
6876047.38 151.521
6897865.77 151.562
6919742.88 151.604
6941480.81 151.646
6962881.62 151.688
6983747.40 151.729
7003880.24 151.771
7023082.22 151.812
7041155.42 151.854
7057901.93 151.896
7073123.82 151.938
7086623.19 151.979
7098202.11 152.021
7107662.66 152.062
7114806.93 152.104
7119437.01 152.146
7121354.97 152.188
7117083.91 152.229
7101290.44 152.271
7075343.37 152.312
7040756.19 152.354
6999042.38 152.396
6951715.42 152.438
6900288.81 152.479
6846276.03 152.521
6791190.55 152.562
6736545.87 152.604
6683855.48 152.646
6634632.85 152.688
6590391.47 152.729
6552644.83 152.771
6522906.41 152.812
6502689.70 152.854
6493508.17 152.896
6490994.65 152.938
6488642.30 152.979
6486441.30 153.021
6484395.69 153.062
6482509.52 153.104
6480786.84 153.146
6479231.70 153.188
6477848.14 153.229
6476640.23 153.271
6475611.99 153.312
6474767.50 153.354
6474110.78 153.396
6473645.90 153.438
6473376.90 153.479
6473579.71 153.521
6481688.81 153.562
6490893.86 153.604
6501418.03 153.646
6513051.71 153.688
6525528.82 153.729
6537645.73 153.771
6549636.78 153.812
6562242.30 153.854
6575621.76 153.896
6589496.48 153.938
6603635.66 153.979
6618556.77 154.021
6634496.93 154.062
6650439.31 154.104
6665362.87 154.146
6678246.57 154.188
6689258.24 154.229
6700483.63 154.271
6711631.85 154.312
6722302.50 154.354
6732095.20 154.396
6740609.53 154.438
6747445.12 154.479
6752201.57 154.521
6754478.47 154.562
6754120.21 154.604
6751728.09 154.646
6747515.83 154.688
6741658.05 154.729
6734329.40 154.771
6725704.51 154.812
6715958.01 154.854
6705264.53 154.896
6693798.71 154.938
6681735.17 154.979
6669248.56 155.021
6656513.50 155.062
6643704.62 155.104
6630996.57 155.146
6618563.97 155.188
6605975.27 155.229
6592008.43 155.271
6576765.54 155.312
6560402.96 155.354
6543077.03 155.396
6524944.11 155.438
6506160.56 155.479
6486882.73 155.521
6467266.98 155.562
6447469.65 155.604
6427647.10 155.646
6407955.70 155.688
6388551.78 155.729
6369591.71 155.771
6351231.84 155.812
6333628.52 155.854
6316938.11 155.896
6301346.62 155.938
6286964.15 155.979
6273597.70 156.021
6261033.75 156.062
6249058.77 156.104
6237459.24 156.146
6226021.65 156.188
6214532.47 156.229
6202778.19 156.271
6190545.28 156.312
6177620.22 156.354
6163789.49 156.396
6148839.57 156.438
6132556.94 156.479
6114728.08 156.521
6095139.47 156.562
6073261.05 156.604
6040028.00 156.646
5994514.75 156.688
5940996.12 156.729
5883746.97 156.771
5827042.12 156.812
5775156.42 156.854
5732364.71 156.896
5702941.84 156.938
5691162.63 156.979
5692307.97 157.021
5696158.48 157.062
5702490.63 157.104
5711127.37 157.146
5721891.66 157.188
5734606.46 157.229
5749094.75 157.271
5765179.47 157.312
5782683.60 157.354
5801430.09 157.396
5821241.91 157.438
5841942.02 157.479
5863353.38 157.521
5885298.95 157.562
5907601.70 157.604
5930084.58 157.646
5952570.57 157.688
5974882.62 157.729
5996843.69 157.771
6018276.75 157.812
6039200.06 157.854
6061746.65 157.896
6086294.02 157.938
6112519.01 157.979
6140098.48 158.021
6168709.27 158.062
6198028.23 158.104
6227732.20 158.146
6257498.03 158.188
6287002.56 158.229
6315922.64 158.271
6343935.12 158.312
6370716.85 158.354
6395944.66 158.396
6419295.41 158.438
6440445.94 158.479
6459748.64 158.521
6478430.08 158.562
6496540.42 158.604
6514092.56 158.646
6531099.42 158.688
6547573.90 158.729
6563528.91 158.771
6578977.36 158.812
6593932.17 158.854
6608406.23 158.896
6622412.47 158.938
6635963.78 158.979
6649073.08 159.021
6661753.28 159.062
6674017.29 159.104
6685814.49 159.146
6696251.23 159.188
6706075.96 159.229
6716537.21 159.271
6727161.29 159.312
6738005.59 159.354
6743547.77 159.396
6739875.66 159.438
6727767.22 159.479
6705322.58 159.521
6698446.79 159.562
