# Estimated Coulombstress in Roof region of gallery in Morsleben (from Dirk Becker) (see Dahm, 2022, fig 7)
# Coulombstress_in_Pa   day_since_filling
1979160.46 327.896
1978833.85 327.938
1978507.34 327.979
1978180.94 328.021
1977854.65 328.062
1977528.47 328.104
1977202.40 328.146
1976876.43 328.188
1976550.58 328.229
1976224.83 328.271
1975899.19 328.312
1975573.65 328.354
1975248.23 328.396
1974922.91 328.438
1974597.70 328.479
1974272.60 328.521
1973947.61 328.562
1973622.72 328.604
1973297.94 328.646
1972973.27 328.688
1972648.70 328.729
1972324.24 328.771
1971999.89 328.812
1971675.65 328.854
1971351.51 328.896
1971027.48 328.938
1970703.56 328.979
1970379.74 329.021
1970056.03 329.062
1969732.43 329.104
1969408.93 329.146
1969085.54 329.188
1968762.26 329.229
1968439.08 329.271
1968116.01 329.312
1967793.05 329.354
1967470.19 329.396
1967147.43 329.438
1966824.79 329.479
1966502.25 329.521
1966179.81 329.562
1965857.48 329.604
1965535.26 329.646
1965213.14 329.688
1964891.13 329.729
1964569.22 329.771
1964247.42 329.812
1963925.72 329.854
1963604.13 329.896
1963282.64 329.938
1962961.26 329.979
1962639.98 330.021
1962318.82 330.062
1961997.75 330.104
1961676.79 330.146
1961355.94 330.188
1961035.20 330.229
1960714.56 330.271
1960394.03 330.312
1960073.60 330.354
1959753.28 330.396
1959433.07 330.438
1959112.96 330.479
1958792.96 330.521
1958473.06 330.562
1958153.27 330.604
1957833.58 330.646
1957514.00 330.688
1957194.52 330.729
1956875.15 330.771
1956555.89 330.812
1956236.73 330.854
1955917.67 330.896
1955598.72 330.938
1955279.88 330.979
1954961.14 331.021
1954642.50 331.062
1954323.97 331.104
1954005.54 331.146
1953687.22 331.188
1953369.01 331.229
1953050.89 331.271
1952732.89 331.312
1952414.98 331.354
1952097.18 331.396
1951779.49 331.438
1951461.90 331.479
1951144.41 331.521
1950827.02 331.562
1950509.74 331.604
1950192.57 331.646
1949875.50 331.688
1949558.53 331.729
1949241.66 331.771
1948924.90 331.812
1948608.24 331.854
1948291.69 331.896
1947975.24 331.938
1947658.89 331.979
1947342.65 332.021
1947026.50 332.062
1946710.47 332.104
1946394.53 332.146
1946078.70 332.188
1945762.97 332.229
1945447.34 332.271
1945131.82 332.312
1944816.39 332.354
1944501.07 332.396
1944185.86 332.438
1943870.74 332.479
1943555.73 332.521
1943240.82 332.562
1942926.01 332.604
1942611.31 332.646
1942296.70 332.688
1941982.20 332.729
1941667.80 332.771
1941353.50 332.812
1941039.31 332.854
1940725.21 332.896
1940411.22 332.938
1940097.33 332.979
1939783.54 333.021
1939469.85 333.062
1939156.26 333.104
1938842.78 333.146
1938529.39 333.188
1938216.11 333.229
1937902.92 333.271
1937589.84 333.312
1937276.86 333.354
1936963.98 333.396
1936651.20 333.438
1936338.52 333.479
1936025.95 333.521
1935713.47 333.562
1935401.09 333.604
1935088.82 333.646
1934776.64 333.688
1934464.56 333.729
1934152.59 333.771
1933840.71 333.812
1933528.94 333.854
1933217.26 333.896
1932905.69 333.938
1932594.21 333.979
1932282.83 334.021
1931971.56 334.062
1931660.38 334.104
1931349.30 334.146
1931038.33 334.188
1930727.45 334.229
1930416.67 334.271
1930105.99 334.312
1929795.41 334.354
1929484.93 334.396
1929174.55 334.438
1928864.26 334.479
1928554.08 334.521
1928243.99 334.562
1927934.01 334.604
1927624.12 334.646
1927314.33 334.688
1927004.64 334.729
1926695.05 334.771
1926385.56 334.812
1926076.16 334.854
1925766.86 334.896
1925457.66 334.938
1925148.56 334.979
1924839.56 335.021
1924530.66 335.062
1924221.85 335.104
1923913.15 335.146
1923604.55 335.188
1923296.04 335.229
1922987.63 335.271
1922679.33 335.312
1922371.12 335.354
1922063.01 335.396
1921755.00 335.438
1921447.09 335.479
1921139.28 335.521
1920831.56 335.562
1920523.95 335.604
1920216.43 335.646
1919909.01 335.688
1919601.69 335.729
1919294.47 335.771
1918987.35 335.812
1918680.33 335.854
1918373.40 335.896
1918066.57 335.938
1917759.84 335.979
1917453.21 336.021
1917146.68 336.062
1916840.24 336.104
1916533.91 336.146
1916227.67 336.188
1915921.52 336.229
1915615.48 336.271
1915309.53 336.312
1915003.68 336.354
1914697.93 336.396
1914392.28 336.438
1914086.72 336.479
1913781.26 336.521
1913475.90 336.562
1913170.64 336.604
1912865.47 336.646
1912560.40 336.688
1912255.43 336.729
1911950.55 336.771
1911645.77 336.812
1911341.09 336.854
1911036.50 336.896
1910732.01 336.938
1910427.62 336.979
1910123.33 337.021
1909819.13 337.062
1909515.02 337.104
1909211.02 337.146
1908907.11 337.188
1908603.29 337.229
1908299.58 337.271
1907995.95 337.312
1907692.43 337.354
1907389.00 337.396
1907085.67 337.438
1906782.43 337.479
1906479.29 337.521
1906176.24 337.562
1905873.29 337.604
1905570.44 337.646
1905267.68 337.688
1904965.02 337.729
1904662.45 337.771
1904359.98 337.812
1904057.60 337.854
1903755.32 337.896
1903453.13 337.938
1903151.04 337.979
1902849.05 338.021
1902547.15 338.062
1902245.34 338.104
1901943.63 338.146
1901642.01 338.188
1901340.49 338.229
1901039.07 338.271
1900737.73 338.312
1900436.50 338.354
1900135.35 338.396
1899834.31 338.438
1899533.35 338.479
1899232.49 338.521
1898931.73 338.562
1898631.06 338.604
1898330.48 338.646
1898030.00 338.688
1897729.61 338.729
1897429.32 338.771
1897129.12 338.812
1896829.01 338.854
1896529.00 338.896
1896229.08 338.938
1895929.25 338.979
1895629.52 339.021
1895329.88 339.062
1895030.34 339.104
1894730.89 339.146
1894431.53 339.188
1894132.27 339.229
1893833.10 339.271
1893534.02 339.312
1893235.03 339.354
1892936.14 339.396
1892637.34 339.438
1892338.64 339.479
1892040.03 339.521
1891741.51 339.562
1891443.08 339.604
1891144.74 339.646
1890846.50 339.688
1890548.35 339.729
1890250.30 339.771
1889952.33 339.812
1889654.46 339.854
1889356.68 339.896
1889059.00 339.938
1888761.40 339.979
1888463.90 340.021
1888166.49 340.062
1887869.17 340.104
1887571.95 340.146
1887274.82 340.188
1886977.78 340.229
1886680.84 340.271
1886383.98 340.312
1886087.23 340.354
1885790.56 340.396
1885493.99 340.438
1885197.51 340.479
1884901.12 340.521
1884604.82 340.562
1884308.62 340.604
1884012.51 340.646
1883716.49 340.688
1883420.56 340.729
1883124.73 340.771
1882828.99 340.812
1882533.34 340.854
1882237.78 340.896
1881942.32 340.938
1881646.94 340.979
1881351.66 341.021
1881056.47 341.062
1880761.38 341.104
1880466.37 341.146
1880171.46 341.188
1879876.63 341.229
1879581.90 341.271
1879287.27 341.312
1878992.72 341.354
1878698.26 341.396
1878403.90 341.438
1878109.63 341.479
1877815.44 341.521
1877521.35 341.562
1877227.36 341.604
1876933.45 341.646
1876639.63 341.688
1876345.91 341.729
1876052.27 341.771
1875758.73 341.812
1875465.27 341.854
1875171.91 341.896
1874878.64 341.938
1874585.46 341.979
1874292.37 342.021
1873999.37 342.062
1873706.47 342.104
1873413.65 342.146
1873120.92 342.188
1872828.29 342.229
1872535.74 342.271
1872243.28 342.312
1871950.92 342.354
1871658.64 342.396
1871366.46 342.438
1871074.36 342.479
1870782.36 342.521
1870490.45 342.562
1870198.62 342.604
1869906.89 342.646
1869615.24 342.688
1869323.69 342.729
1869032.22 342.771
1868740.85 342.812
1868449.56 342.854
1868158.37 342.896
1867867.26 342.938
1867576.24 342.979
1867285.32 343.021
1866994.48 343.062
1866703.73 343.104
1866413.07 343.146
1866122.50 343.188
1865832.02 343.229
1865541.63 343.271
1865251.33 343.312
1864961.11 343.354
1864670.99 343.396
1864380.95 343.438
1864091.01 343.479
1863801.15 343.521
1863511.38 343.562
1863221.70 343.604
1862932.11 343.646
1862642.61 343.688
1862353.20 343.729
1862063.87 343.771
1861774.63 343.812
1861485.49 343.854
1861196.43 343.896
1860907.45 343.938
1860618.57 343.979
1860329.78 344.021
1860041.07 344.062
1859752.45 344.104
1859463.92 344.146
1859175.48 344.188
1858887.12 344.229
1858598.86 344.271
1858310.68 344.312
1858022.59 344.354
1857734.59 344.396
1857446.67 344.438
1857158.84 344.479
1856871.10 344.521
1856583.45 344.562
1856295.89 344.604
1856008.41 344.646
1855721.02 344.688
1855433.72 344.729
1855146.50 344.771
1854859.37 344.812
1854572.33 344.854
1854285.38 344.896
1853998.51 344.938
1853711.73 344.979
1853425.04 345.021
1853138.44 345.062
1852851.92 345.104
1852565.49 345.146
1852279.15 345.188
1851992.90 345.229
1851706.74 345.271
1851420.66 345.312
1851134.67 345.354
1850848.77 345.396
1850562.96 345.438
1850277.23 345.479
1849991.59 345.521
1849706.04 345.562
1849420.58 345.604
1849135.20 345.646
1848849.92 345.688
1848564.71 345.729
1848279.60 345.771
1847994.57 345.812
1847709.63 345.854
1847424.78 345.896
1847140.01 345.938
1846855.33 345.979
1846570.74 346.021
1846286.24 346.062
1846001.82 346.104
1845717.49 346.146
1845433.24 346.188
1845149.08 346.229
1844865.01 346.271
1844581.02 346.312
1844297.12 346.354
1844013.31 346.396
1843729.58 346.438
1843445.94 346.479
1843162.38 346.521
1842878.92 346.562
1842595.53 346.604
1842312.24 346.646
1842029.02 346.688
1841745.90 346.729
1841462.86 346.771
1841179.91 346.812
1840897.04 346.854
1840614.25 346.896
1840331.56 346.938
1840048.95 346.979
1839766.42 347.021
1839483.98 347.062
1839201.62 347.104
1838919.35 347.146
1838637.17 347.188
1838355.07 347.229
1838073.05 347.271
1837791.12 347.312
1837509.28 347.354
1837227.52 347.396
1836945.84 347.438
1836664.25 347.479
1836382.74 347.521
1836101.32 347.562
1835819.99 347.604
1835538.73 347.646
1835257.57 347.688
1834976.48 347.729
1834695.49 347.771
1834414.57 347.812
1834133.74 347.854
1833852.99 347.896
1833572.33 347.938
1833291.75 347.979
1833011.26 348.021
1832730.85 348.062
1832450.52 348.104
1832170.28 348.146
1831890.12 348.188
1831610.05 348.229
1831330.06 348.271
1831050.15 348.312
1830770.33 348.354
1830490.59 348.396
1830210.93 348.438
1829931.35 348.479
1829651.86 348.521
1829372.46 348.562
1829093.13 348.604
1828813.89 348.646
1828534.73 348.688
1828255.66 348.729
1827976.67 348.771
1827697.76 348.812
1827418.93 348.854
1827140.19 348.896
1826861.53 348.938
1826582.95 348.979
1826304.46 349.021
1826026.04 349.062
1825747.71 349.104
1825469.46 349.146
1825191.30 349.188
1824913.22 349.229
1824635.21 349.271
1824357.30 349.312
1824079.46 349.354
1823801.70 349.396
1823524.03 349.438
1823246.44 349.479
1822968.93 349.521
1822691.51 349.562
1822414.16 349.604
1822136.90 349.646
1821859.72 349.688
1821582.62 349.729
1821305.60 349.771
1821028.66 349.812
1820751.80 349.854
1820475.03 349.896
1820198.34 349.938
1819921.73 349.979
1819645.19 350.021
1819368.75 350.062
1819092.38 350.104
1818816.10 350.146
1818539.89 350.188
1818263.77 350.229
1817987.74 350.271
1817711.78 350.312
1817435.91 350.354
1817160.11 350.396
1816884.40 350.438
1816608.78 350.479
1816333.23 350.521
1816057.76 350.562
1815782.38 350.604
1815507.08 350.646
1815231.86 350.688
1814956.72 350.729
1814681.66 350.771
1814406.69 350.812
1814131.79 350.854
1813856.98 350.896
1813582.25 350.938
1813307.60 350.979
1813033.03 351.021
1812758.55 351.062
1812484.14 351.104
1812209.81 351.146
1811935.57 351.188
1811661.41 351.229
1811387.32 351.271
1811113.32 351.312
1810839.40 351.354
1810565.56 351.396
1810291.81 351.438
1810018.13 351.479
1809744.53 351.521
1809471.02 351.562
1809197.58 351.604
1808924.23 351.646
1808650.95 351.688
1808377.76 351.729
1808104.65 351.771
1807831.61 351.812
1807558.66 351.854
1807285.79 351.896
1807013.00 351.938
1806740.29 351.979
1806467.66 352.021
1806195.11 352.062
1805922.64 352.104
1805650.25 352.146
1805377.94 352.188
1805105.71 352.229
1804833.56 352.271
1804561.49 352.312
1804289.50 352.354
1804017.59 352.396
1803745.76 352.438
1803474.01 352.479
1803202.34 352.521
1802930.75 352.562
1802659.24 352.604
1802387.80 352.646
1802116.45 352.688
1801845.18 352.729
1801573.99 352.771
1801302.87 352.812
1801031.84 352.854
1800760.89 352.896
1800490.01 352.938
1800219.22 352.979
1799948.50 353.021
1799677.86 353.062
1799407.30 353.104
1799136.83 353.146
1798866.43 353.188
1798596.11 353.229
1798325.86 353.271
1798055.70 353.312
1797785.62 353.354
1797515.61 353.396
1797245.69 353.438
1796975.84 353.479
1796706.07 353.521
1796436.38 353.562
1796166.77 353.604
1795897.24 353.646
1795627.79 353.688
1795358.41 353.729
1795089.12 353.771
1794819.90 353.812
1794550.76 353.854
1794281.70 353.896
1794012.72 353.938
1793743.81 353.979
1793474.99 354.021
1793206.24 354.062
1792937.57 354.104
1792668.98 354.146
1792400.47 354.188
1792132.03 354.229
1791863.67 354.271
1791595.39 354.312
1791327.19 354.354
1791059.07 354.396
1790791.03 354.438
1790523.06 354.479
1790255.17 354.521
1789987.36 354.562
1789719.62 354.604
1789451.97 354.646
1789184.39 354.688
1788916.89 354.729
1788649.46 354.771
1788382.12 354.812
1788114.85 354.854
1787847.66 354.896
1787580.54 354.938
1787313.51 354.979
1787046.55 355.021
1786779.67 355.062
1786512.86 355.104
1786246.14 355.146
1785979.49 355.188
1785712.92 355.229
1785446.43 355.271
1785180.01 355.312
1784913.67 355.354
1784647.41 355.396
1784381.23 355.438
1784115.13 355.479
1783849.10 355.521
1783583.15 355.562
1783317.27 355.604
1783051.48 355.646
1782785.76 355.688
1782520.12 355.729
1782254.55 355.771
1781989.07 355.812
1781723.66 355.854
1781458.32 355.896
1781193.07 355.938
1780927.89 355.979
1780662.79 356.021
1780397.76 356.062
1780132.81 356.104
1779867.94 356.146
1779603.15 356.188
1779338.43 356.229
1779073.79 356.271
1778809.22 356.312
1778544.73 356.354
1778280.32 356.396
1778015.98 356.438
1777751.73 356.479
1777487.54 356.521
1777223.44 356.562
1776959.41 356.604
1776695.45 356.646
1776431.58 356.688
1776167.77 356.729
1775904.05 356.771
1775640.40 356.812
1775376.83 356.854
1775113.33 356.896
1774849.91 356.938
1774586.57 356.979
1774323.30 357.021
1774060.10 357.062
1773796.99 357.104
1773533.95 357.146
1773270.98 357.188
1773008.09 357.229
1772745.28 357.271
1772482.54 357.312
1772219.87 357.354
1771957.29 357.396
1771694.78 357.438
1771432.34 357.479
1771169.98 357.521
1770907.69 357.562
1770645.48 357.604
1770383.35 357.646
1770121.29 357.688
1769859.30 357.729
1769597.39 357.771
1769335.56 357.812
1769073.80 357.854
1768812.12 357.896
1768550.51 357.938
1768288.98 357.979
1768027.52 358.021
1767766.13 358.062
1767504.82 358.104
1767243.59 358.146
1766982.43 358.188
1766721.35 358.229
1766460.34 358.271
1766199.40 358.312
1765938.54 358.354
1765677.75 358.396
1765417.04 358.438
1765156.40 358.479
1764895.84 358.521
1764635.35 358.562
1764374.94 358.604
1764114.60 358.646
1763854.34 358.688
1763594.14 358.729
1763334.03 358.771
1763073.99 358.812
1762814.02 358.854
1762554.12 358.896
1762294.30 358.938
1762034.56 358.979
1761774.88 359.021
1761515.29 359.062
1761255.76 359.104
1760996.31 359.146
1760736.93 359.188
1760477.63 359.229
1760218.40 359.271
1759959.25 359.312
1759700.16 359.354
1759441.16 359.396
1759182.22 359.438
1758923.36 359.479
1758664.57 359.521
1758405.86 359.562
1758147.22 359.604
1757888.65 359.646
1757630.16 359.688
1757371.74 359.729
1757113.39 359.771
1756855.11 359.812
1756596.91 359.854
1756338.78 359.896
1756080.73 359.938
1755822.75 359.979
1755564.84 360.021
1755307.00 360.062
1755049.24 360.104
1754791.55 360.146
1754533.94 360.188
1754276.40 360.229
1754018.93 360.271
1753761.54 360.312
1753504.22 360.354
1753246.98 360.396
1752989.80 360.438
1752732.71 360.479
1752475.68 360.521
1752218.73 360.562
1751961.85 360.604
1751705.05 360.646
1751448.31 360.688
1751191.65 360.729
1750935.07 360.771
1750678.56 360.812
1750422.12 360.854
1750165.75 360.896
1749909.46 360.938
1749653.24 360.979
1749397.09 361.021
1749141.01 361.062
1748885.01 361.104
1748629.08 361.146
1748373.22 361.188
1748117.44 361.229
1747861.73 361.271
1747606.09 361.312
1747350.52 361.354
1747095.03 361.396
1746839.61 361.438
1746584.26 361.479
1746328.98 361.521
1746073.78 361.562
1745818.64 361.604
1745563.58 361.646
1745308.59 361.688
1745053.68 361.729
1744798.83 361.771
1744544.06 361.812
1744289.36 361.854
1744034.73 361.896
1743780.18 361.938
1743525.69 361.979
1743271.28 362.021
1743016.94 362.062
1742762.67 362.104
1742508.47 362.146
1742254.34 362.188
1742000.29 362.229
1741746.30 362.271
1741492.39 362.312
1741238.55 362.354
1740984.78 362.396
1740731.09 362.438
1740477.46 362.479
1740223.90 362.521
1739970.42 362.562
1739717.01 362.604
1739463.66 362.646
1739210.39 362.688
1738957.19 362.729
1738704.06 362.771
1738451.00 362.812
1738198.02 362.854
1737945.10 362.896
1737692.25 362.938
1737439.48 362.979
1737186.78 363.021
1736934.14 363.062
1736681.58 363.104
1736429.08 363.146
1736176.66 363.188
1735924.31 363.229
1735672.03 363.271
1735419.82 363.312
1735167.68 363.354
1734915.61 363.396
1734663.61 363.438
1734411.68 363.479
1734159.82 363.521
1733908.03 363.562
1733656.31 363.604
1733404.66 363.646
1733153.07 363.688
1732901.56 363.729
1732650.12 363.771
1732398.75 363.812
1732147.45 363.854
1731896.22 363.896
1731645.06 363.938
1731393.97 363.979
1731142.95 364.021
1730891.99 364.062
1730641.11 364.104
1730390.29 364.146
1730139.55 364.188
1729888.87 364.229
1729638.27 364.271
1729387.73 364.312
1729137.26 364.354
1728886.87 364.396
1728636.54 364.438
1728386.28 364.479
1728136.09 364.521
1727885.96 364.562
1727635.91 364.604
1727385.92 364.646
1727136.01 364.688
1726886.16 364.729
1726636.38 364.771
1726386.67 364.812
1726137.03 364.854
1725887.46 364.896
1725637.96 364.938
1725388.52 364.979
1725139.16 365.021
1724889.86 365.062
1724640.63 365.104
1724391.47 365.146
1724142.38 365.188
1723893.36 365.229
1723644.41 365.271
1723395.53 365.312
1723146.71 365.354
1722897.97 365.396
1722649.29 365.438
1722400.69 365.479
1722152.15 365.521
1721903.68 365.562
1721655.28 365.604
1721406.95 365.646
1721158.69 365.688
1720910.49 365.729
1720662.37 365.771
1720414.31 365.812
1720166.32 365.854
1719918.40 365.896
1719670.55 365.938
1719422.77 365.979
1719175.06 366.021
1718927.41 366.062
1718679.84 366.104
1718432.33 366.146
1718184.89 366.188
1717937.52 366.229
1717690.22 366.271
1717442.98 366.312
1717195.81 366.354
1716948.72 366.396
1716701.69 366.438
1716454.72 366.479
1716207.83 366.521
1715961.00 366.562
1715714.25 366.604
1715467.56 366.646
1715220.93 366.688
1714974.38 366.729
1714727.90 366.771
1714481.48 366.812
1714235.13 366.854
1713988.84 366.896
1713742.63 366.938
1713496.48 366.979
1713250.40 367.021
1713004.39 367.062
1712758.45 367.104
1712512.57 367.146
1712266.77 367.188
1712021.02 367.229
1711775.35 367.271
1711529.75 367.312
1711284.21 367.354
1711038.74 367.396
1710793.33 367.438
1710548.00 367.479
1710302.73 367.521
1710057.53 367.562
1709812.39 367.604
1709567.33 367.646
1709322.33 367.688
1709077.39 367.729
1708832.53 367.771
1708587.73 367.812
1708343.00 367.854
1708098.33 367.896
1707853.74 367.938
1707609.21 367.979
1707364.74 368.021
1707120.35 368.062
1706876.02 368.104
1706631.75 368.146
1706387.56 368.188
1706143.43 368.229
1705899.37 368.271
1705655.37 368.312
1705411.44 368.354
1705167.58 368.396
1704923.78 368.438
1704680.06 368.479
1704436.39 368.521
1704192.80 368.562
1703949.27 368.604
1703705.80 368.646
1703462.41 368.688
1703219.08 368.729
1702975.81 368.771
1702732.62 368.812
1702489.48 368.854
1702246.42 368.896
1702003.42 368.938
1701760.49 368.979
1701517.62 369.021
1701274.82 369.062
1701032.09 369.104
1700789.42 369.146
1700546.82 369.188
1700304.28 369.229
1700061.81 369.271
1699819.41 369.312
1699577.07 369.354
1699334.80 369.396
1699092.59 369.438
1698850.45 369.479
1698608.37 369.521
1698366.36 369.562
1698124.42 369.604
1697882.54 369.646
1697640.73 369.688
1697398.98 369.729
1697157.30 369.771
1696915.69 369.812
1696674.14 369.854
1696432.65 369.896
1696191.23 369.938
1695949.88 369.979
1695708.59 370.021
1695467.37 370.062
1695226.21 370.104
1694985.12 370.146
1694744.09 370.188
1694503.13 370.229
1694262.24 370.271
1694021.41 370.312
1693780.65 370.354
1693539.95 370.396
1693299.32 370.438
1693058.75 370.479
1692818.25 370.521
1692577.81 370.562
1692337.44 370.604
1692097.14 370.646
1691856.90 370.688
1691616.72 370.729
1691376.61 370.771
1691136.57 370.812
1690896.59 370.854
1690656.67 370.896
1690416.82 370.938
1690177.04 370.979
1689937.32 371.021
1689697.67 371.062
1689458.08 371.104
1689218.55 371.146
1688979.09 371.188
1688739.70 371.229
1688500.37 371.271
1688261.11 371.312
1688021.91 371.354
1687782.77 371.396
1687543.70 371.438
1687304.69 371.479
1687065.75 371.521
1686826.88 371.562
1686588.07 371.604
1686349.32 371.646
1686110.63 371.688
1685872.02 371.729
1685633.46 371.771
1685394.97 371.812
1685156.55 371.854
1684918.19 371.896
1684679.89 371.938
1684441.66 371.979
1684203.49 372.021
1683965.39 372.062
1683727.35 372.104
1683489.38 372.146
1683251.47 372.188
1683013.62 372.229
1682775.84 372.271
1682538.12 372.312
1682300.46 372.354
1682062.87 372.396
1681825.35 372.438
1681587.88 372.479
1681350.49 372.521
1681113.15 372.562
1680875.88 372.604
1680638.67 372.646
1680401.53 372.688
1680164.45 372.729
1679927.44 372.771
1679690.49 372.812
1679453.60 372.854
1679216.77 372.896
1678980.01 372.938
1678743.32 372.979
1678506.68 373.021
1678270.11 373.062
1678033.61 373.104
1677797.16 373.146
1677560.78 373.188
1677324.47 373.229
1677088.21 373.271
1676852.02 373.312
1676615.90 373.354
1676379.84 373.396
1676143.84 373.438
1675907.90 373.479
1675672.03 373.521
1675436.22 373.562
1675200.47 373.604
1674964.79 373.646
1674729.16 373.688
1674493.61 373.729
1674258.11 373.771
1674022.68 373.812
1673787.31 373.854
1673552.01 373.896
1673316.76 373.938
1673081.58 373.979
1672846.47 374.021
1672611.41 374.062
1672376.42 374.104
1672141.49 374.146
1671906.62 374.188
1671671.82 374.229
1671437.08 374.271
1671202.40 374.312
1670967.79 374.354
1670733.23 374.396
1670498.74 374.438
1670264.31 374.479
1670029.95 374.521
1669795.64 374.562
1669561.40 374.604
1669327.23 374.646
1669093.11 374.688
1668859.06 374.729
1668625.06 374.771
1668391.13 374.812
1668157.27 374.854
1667923.46 374.896
1667689.72 374.938
1667456.04 374.979
1667222.42 375.021
1666988.86 375.062
1666755.37 375.104
1666521.94 375.146
1666288.57 375.188
1666055.26 375.229
1665822.02 375.271
1665588.84 375.312
1665355.72 375.354
1665122.66 375.396
1664889.66 375.438
1664656.73 375.479
1664423.86 375.521
1664191.05 375.562
1663958.30 375.604
1663725.62 375.646
1663492.99 375.688
1663260.43 375.729
1663027.93 375.771
1662795.49 375.812
1662563.12 375.854
1662330.81 375.896
1662098.55 375.938
1661866.36 375.979
1661634.24 376.021
1661402.17 376.062
1661170.16 376.104
1660938.22 376.146
1660706.34 376.188
1660474.52 376.229
1660242.76 376.271
1660011.07 376.312
1659779.43 376.354
1659547.86 376.396
1659316.34 376.438
1659084.89 376.479
1658853.50 376.521
1658622.18 376.562
1658390.91 376.604
1658159.71 376.646
1657928.56 376.688
1657697.48 376.729
1657466.46 376.771
1657235.50 376.812
1657004.60 376.854
1656773.76 376.896
1656542.99 376.938
1656312.27 376.979
1656081.62 377.021
1655851.02 377.062
1655620.49 377.104
1655390.02 377.146
1655159.61 377.188
1654929.26 377.229
1654698.97 377.271
1654468.75 377.312
1654238.58 377.354
1654008.47 377.396
1653778.43 377.438
1653548.45 377.479
1653318.52 377.521
1653088.66 377.562
1652858.86 377.604
1652629.12 377.646
1652399.44 377.688
1652169.82 377.729
1651940.26 377.771
1651710.76 377.812
1651481.32 377.854
1651251.94 377.896
1651022.63 377.938
1650793.37 377.979
1650564.17 378.021
1650335.04 378.062
1650105.96 378.104
1649876.95 378.146
1649647.99 378.188
1649419.10 378.229
1649190.26 378.271
1648961.49 378.312
1648732.78 378.354
1648504.12 378.396
1648275.53 378.438
1648046.99 378.479
1647818.52 378.521
1647590.11 378.562
1647361.75 378.604
1647133.46 378.646
1646905.23 378.688
1646677.05 378.729
1646448.94 378.771
1646220.89 378.812
1645992.89 378.854
1645764.96 378.896
1645537.09 378.938
1645309.27 378.979
1645081.52 379.021
1644853.82 379.062
1644626.19 379.104
1644398.61 379.146
1644171.09 379.188
1643943.64 379.229
1643716.24 379.271
1643488.90 379.312
1643261.63 379.354
1643034.41 379.396
1642807.25 379.438
1642580.15 379.479
1642353.11 379.521
1642126.13 379.562
1641899.21 379.604
1641672.35 379.646
1641445.54 379.688
1641218.80 379.729
1640992.12 379.771
1640765.49 379.812
1640538.93 379.854
1640312.42 379.896
1640085.97 379.938
1639859.58 379.979
1639633.26 380.021
1639406.99 380.062
1639180.78 380.104
1638954.62 380.146
1638728.53 380.188
1638502.50 380.229
1638276.53 380.271
1638050.62 380.312
1637824.76 380.354
1637598.97 380.396
1637373.23 380.438
1637147.56 380.479
1636921.94 380.521
1636696.38 380.562
1636470.89 380.604
1636245.45 380.646
1636020.07 380.688
1635794.75 380.729
1635569.48 380.771
1635344.28 380.812
1635119.14 380.854
1634894.05 380.896
1634669.03 380.938
1634444.06 380.979
1634219.15 381.021
1633994.30 381.062
1633769.51 381.104
1633544.78 381.146
1633320.11 381.188
1633095.49 381.229
1632870.93 381.271
1632646.44 381.312
1632422.00 381.354
1632197.62 381.396
1631973.30 381.438
1631749.03 381.479
1631524.83 381.521
1631300.68 381.562
1631076.59 381.604
1630852.57 381.646
1630628.59 381.688
1630404.68 381.729
1630180.83 381.771
1629957.03 381.812
1629733.29 381.854
1629509.61 381.896
1629285.99 381.938
1629062.43 381.979
1628838.92 382.021
1628615.47 382.062
1628392.08 382.104
1628168.75 382.146
1627945.48 382.188
1627722.26 382.229
1627499.10 382.271
1627276.00 382.312
1627052.96 382.354
1626829.98 382.396
1626607.05 382.438
1626384.18 382.479
1626161.37 382.521
1625938.62 382.562
1625715.92 382.604
1625493.28 382.646
1625270.70 382.688
1625048.18 382.729
1624825.72 382.771
1624603.31 382.812
1624380.96 382.854
1624158.66 382.896
1623936.43 382.938
1623714.25 382.979
1623492.13 383.021
1623270.06 383.062
1623048.06 383.104
1622826.11 383.146
1622604.22 383.188
1622382.38 383.229
1622160.60 383.271
1621938.88 383.312
1621717.22 383.354
1621495.61 383.396
1621274.06 383.438
1621052.57 383.479
1620831.13 383.521
1620609.76 383.562
1620388.43 383.604
1620167.17 383.646
1619945.96 383.688
1619724.81 383.729
1619503.71 383.771
1619282.68 383.812
1619061.69 383.854
1618840.77 383.896
1618619.90 383.938
1618399.09 383.979
1618178.34 384.021
1617957.64 384.062
1617737.00 384.104
1617516.41 384.146
1617295.88 384.188
1617075.41 384.229
1616854.99 384.271
1616634.63 384.312
1616414.33 384.354
1616194.08 384.396
1615973.89 384.438
1615753.76 384.479
1615533.68 384.521
1615313.66 384.562
1615093.69 384.604
1614873.78 384.646
1614653.93 384.688
1614434.13 384.729
1614214.39 384.771
1613994.70 384.812
1613775.07 384.854
1613555.50 384.896
1613335.98 384.938
1613116.52 384.979
1612897.11 385.021
1612677.76 385.062
1612458.47 385.104
1612239.23 385.146
1612020.05 385.188
1611800.92 385.229
1611581.86 385.271
1611362.84 385.312
1611143.89 385.354
1610924.99 385.396
1610706.15 385.438
1610487.36 385.479
1610268.63 385.521
1610049.95 385.562
1609831.33 385.604
1609612.77 385.646
1609394.26 385.688
1609175.81 385.729
1608957.42 385.771
1608739.08 385.812
1608520.80 385.854
