# hainzl_marsan_2008_fig2b_mod.png 6 < M < 6.5. x= exponent of logarithmic time in days (-2 = 10^-2 days, +2=100 days. Y= exponent of log rate in 1/day
-1.8571, 6.3996e-3
-1.6054, 0.0148
-1.3562, -0.2799
-1.1069, -0.3829
-0.8577, -0.6156
-0.6084, -0.8991
-0.3592, -1.1431
-0.1049, -1.2742
0.1444, -1.648
0.3961, -1.5365
0.6429, -2.1022
0.8921, -2.1148
1.1414, -2.5507
1.3931, -2.7044
1.6424, -2.8186
1.8941, -2.8707
2.1434, -3.2276
2.3926, -3.1442
2.6368, -3.3205
