970.602431	-1.3
971.798912	-2.5
973.627454	-2.6
975.773785	0.0
980.325602	-1.7
981.509271	-1.0
983.778299	-0.9
984.201910	-1.1
984.201910	-1.1
984.953125	-1.2
986.881817	-1.8
991.874641	-2.6
992.947396	-1.2
993.297627	-2.0
995.019583	-2.4
995.487801	-2.2
996.543322	-2.0
996.819560	-2.2
997.884907	-1.8
997.942153	-1.9
997.981123	-2.8
998.659167	-2.4
998.879016	-2.0
999.107338	-2.6
999.390347	-2.4
999.442431	-1.6
1000.778032	-2.0
1002.666678	-2.4
1002.860139	-2.5
1003.009063	-2.1
1003.559850	-1.1
1003.839271	-1.4
1004.084456	-2.0
1004.162164	-1.9
1004.217581	-2.2
1004.243056	-1.0
1004.283981	-2.5
1004.632778	-2.6
1004.641771	-2.2
1004.691910	-1.7
1004.773171	-1.7
1004.807373	-1.0
1004.890556	-2.0
1005.529780	-2.2
1005.554653	-2.1
1005.596169	-2.3
1005.851019	-2.2
1006.820637	-1.9
1007.075810	-1.7
1007.175880	-1.6
1008.166620	-1.8
1008.296620	-1.7
1008.731713	-2.1
1008.997836	-2.2
1009.205880	-2.2
1009.332477	-2.3
1009.816481	-2.4
1010.306609	-2.6
1010.422269	-1.1
1010.546019	-2.2
1011.119907	-1.8
1012.064294	-1.5
1012.416759	-2.4
1012.915972	-1.2
1013.159375	-2.2
1013.598623	-1.9
1013.626933	-2.2
1013.628727	-2.5
1014.678588	-2.4
1014.736562	-2.6
1015.070891	-1.2
1015.111123	-1.4
1015.359734	-2.3
1015.657720	-2.2
1015.835359	-0.5
1016.083819	-2.0
1016.356493	-2.5
1016.566458	-2.4
1016.881343	-0.9
1017.453426	-2.5
1017.455185	-1.7
1017.483102	-2.2
1018.053877	-1.4
1018.132164	-2.2
1018.484375	-0.9
1018.905093	-1.8
1018.957083	-2.2
1019.270903	-2.0
1019.556632	-0.9
1019.580799	-1.2
1019.659248	-2.6
1019.750567	-2.0
1019.918912	-1.5
1019.984398	-2.1
1020.067361	-1.1
1020.337674	-1.4
1020.926019	-2.4
1021.299537	-1.6
1021.309711	-2.5
1021.566806	-2.3
1021.786458	-1.9
1022.314097	-2.4
1022.352315	-2.1
1022.513843	-2.3
1023.896875	-1.5
1024.549606	-1.9
1024.705937	-2.5
1025.413241	-2.3
1025.442465	-1.8
1025.689306	-2.7
1025.929444	-2.1
1025.952176	-2.3
1026.288854	-2.7
1026.350868	-2.7
1026.530729	-2.0
1026.568438	-2.1
1027.094213	-2.6
1030.281076	-1.8
1031.121817	-1.6
1031.822546	-2.3
1031.847315	-1.7
1032.825822	-1.2
1033.504861	-1.8
1033.883090	-1.6
1033.886424	-1.9
1034.081424	-1.9
1034.153472	-1.6
1035.190289	-1.7
1035.577523	-2.0
1035.616007	-2.0
1035.789676	-2.5
1035.875694	-1.5
1036.763715	-0.6
1036.774421	-0.7
1037.335336	-2.2
1037.641597	-1.7
1038.262581	-2.3
1038.279225	-1.9
1038.393924	-1.1
1038.745984	-2.2
1039.179861	-1.8
1039.396875	-0.4
1039.682639	-0.7
1039.766007	-1.5
1039.897743	-2.3
1040.130127	-1.4
1040.343750	-0.5
1040.785995	-2.4
1041.241319	-1.2
1042.077836	-2.1
1043.674259	-2.0
1043.714340	-1.9
1043.945660	-1.2
1044.359699	-2.1
1044.631076	-1.8
1045.017836	-2.2
1045.459699	-2.3
1046.022222	-0.1
1046.069560	-2.5
1046.784722	-1.3
1046.952801	-2.3
1047.662245	-2.0
1047.674375	-1.5
1047.704780	-1.7
1047.784606	-2.2
1047.882234	-2.0
1047.935324	-1.8
1048.044572	-2.1
1048.075949	-1.9
1048.548391	-1.2
1048.702431	-0.5
1049.084236	-2.1
1049.719225	-1.7
1050.039942	-2.0
1050.258877	-1.7
1050.295359	-0.8
1050.394109	-2.2
1050.753843	-2.2
1051.138380	-1.8
1051.257431	-2.1
1051.386169	-2.1
1051.440718	-1.3
1051.494641	-2.4
1051.622315	-2.2
1052.110556	-1.9
1052.123970	-1.6
1052.278727	-1.0
1052.558704	-2.1
1052.567697	-1.3
1053.167882	-0.6
1053.579525	-2.1
1053.590347	-2.0
1053.770081	-1.7
1054.150278	-1.1
1054.289931	-1.2
1054.471030	-1.8
1054.833912	-1.8
1054.859803	-0.2
1054.889769	-1.6
1055.035463	-1.8
1055.233333	-1.0
1055.354051	-2.2
1055.367014	-1.3
1055.402361	-1.5
1055.518681	-1.7
1055.661539	-1.7
1055.784039	-2.1
1056.190856	-2.4
1057.019444	-1.1
1057.022396	-1.0
1057.290278	-2.5
1057.791470	-2.0
1058.062153	0.1
1058.217708	-1.7
1058.819306	-2.3
1058.920220	-2.2
1059.160023	-1.7
1059.587419	-2.0
1059.672153	-2.1
1059.988762	-2.3
1060.407870	-2.3
1060.460787	-1.4
1060.470521	-2.0
1060.636852	-2.4
1061.037361	-2.8
1061.281933	-2.3
1061.510023	-1.4
1061.538229	-3.0
1061.555139	-2.4
1061.839387	-2.8
