1991.926075	2.4
1993.342025	1.5
1993.725299	2.0
1993.894581	2.2
1993.972840	1.6
1994.165595	1.5
1994.198486	1.6
1994.435427	1.5
1994.487327	1.7
1994.496628	2.7
1994.546152	2.0
1994.576405	2.7
1995.261194	2.0
1995.368251	1.8
1995.835744	1.6
1995.841763	1.8
1996.162127	2.0
1996.604582	1.6
1997.019332	1.5
1997.129606	1.6
1997.465676	1.8
1997.643340	1.6
1997.843370	1.7
1997.922236	1.8
1998.124133	2.6
1998.296804	1.5
1998.297665	1.6
1998.644347	2.4
1998.946103	2.0
1998.986279	1.6
1999.035115	2.1
1999.176021	1.6
1999.350305	1.6
1999.968549	1.5
1999.980808	1.8
2000.117009	1.7
2000.214962	1.6
2000.371720	1.9
2000.443102	2.0
2000.447155	2.5
2000.453746	2.5
2000.538430	1.5
2001.208703	1.6
2001.468932	1.7
2002.097090	2.2
2002.354631	1.7
2002.543096	1.6
2003.061161	1.6
2003.079619	1.5
2003.169504	2.2
2003.223744	1.5
2003.251636	1.9
2003.421034	1.5
2003.433817	1.5
2003.598220	1.7
2003.725324	2.4
2003.738580	2.7
2003.811173	3.0
2003.857577	3.0
2003.876264	2.7
2003.993284	1.5
2004.030179	1.6
2004.440030	2.1
2004.636738	1.8
2004.725494	1.5
2004.898260	1.9
2004.902433	1.6
2005.024657	1.7
2005.105633	2.3
2005.134029	1.6
2005.151115	1.6
2005.186539	2.0
2005.410001	2.3
2005.473063	1.5
2005.541794	1.8
2005.593994	2.2
2005.759962	1.7
2005.810167	1.9
2006.047513	1.5
2006.049102	1.6
2006.061563	1.9
2006.116736	1.5
2006.170382	1.8
2006.218133	2.4
2006.222284	2.2
2006.280325	1.5
2006.289254	1.9
2006.297906	1.6
2006.304532	1.5
2006.457205	1.6
2006.476552	1.7
2006.537920	1.5
2006.600578	3.5
2006.601121	2.5
2006.651905	2.3
2006.679638	1.8
2006.739670	1.6
2006.761664	1.6
2006.809776	2.3
2007.026782	1.5
2007.068531	2.3
2007.127310	1.5
2007.128960	2.6
2007.365790	2.0
2007.437914	2.1
2007.440349	1.7
2007.619843	1.5
2007.710162	1.5
2007.746837	2.1
2007.819402	2.0
2007.866945	1.7
2008.065044	1.5
2008.378574	2.2
2008.381503	1.9
2008.522650	2.5
2008.744347	1.8
2008.828541	3.2
2008.851624	2.2
2008.955907	1.5
2009.000979	1.5
2009.001931	1.7
2009.019325	1.7
2009.024233	1.9
2009.085433	2.2
2009.094566	1.7
2009.284599	2.6
2009.289635	2.6
2009.300310	1.5
2009.338302	1.8
2009.345628	1.6
2009.348560	3.0
2009.508072	1.8
2009.553425	1.7
2009.742738	1.6
2009.880057	1.6
2009.923768	2.3
2009.970425	1.5
2009.977470	1.5
2010.023347	1.7
2010.136897	1.8
2010.245577	2.4
2010.312416	1.6
2010.335324	2.3
2010.340141	1.6
2010.346169	2.5
2010.352635	1.7
2010.410385	1.5
2010.437822	2.0
2010.454924	1.5
2010.468955	1.5
2010.558993	1.8
2010.617320	2.5
2010.659615	1.6
2011.018901	1.7
2011.051559	2.4
2011.075698	1.5
2011.196834	1.5
2011.232507	1.5
2011.235987	2.0
2011.285462	1.5
2011.360815	1.8
2011.377375	1.9
2011.399079	1.9
2011.402634	1.7
2011.425762	1.5
2011.475028	1.7
2011.486735	3.2
2011.575207	1.8
2011.633980	1.5
2011.642823	1.6
2011.663744	2.5
2011.681941	2.5
2011.682677	1.5
2011.704149	1.6
2011.732989	2.0
2011.767214	1.9
2011.772343	1.5
2011.843155	1.5
2011.856524	1.6
2011.872173	1.5
2011.904680	1.7
2011.995244	2.2
2012.015623	1.9
2012.017185	1.6
2012.071757	1.6
2012.080272	1.5
2012.094028	1.8
2012.097561	1.5
2012.125694	1.9
2012.129343	1.7
2012.136037	1.8
2012.246239	1.6
2012.259253	1.7
2012.265304	1.5
2012.316191	2.0
2012.395250	1.5
2012.451171	1.7
2012.454166	1.5
2012.470859	1.7
2012.606489	1.5
2012.622415	2.4
2012.625286	3.6
2013.029979	1.8
2013.051617	2.4
2013.075997	1.5
2013.097590	1.5
2013.103942	2.7
2013.104032	3.2
2013.107470	2.7
2013.110531	1.5
2013.113031	2.0
2013.113256	1.8
2013.113702	1.8
2013.118411	1.8
2013.124940	2.0
2013.131520	1.9
2013.204237	2.0
2013.501263	3.0
2013.548351	2.4
2013.548526	1.9
2013.623240	2.1
2013.667246	1.5
2013.674151	2.8
2013.723565	1.7
2013.724982	1.6
2013.739994	1.9
2013.753015	1.9
2013.774717	1.5
2013.849473	1.5
2013.873262	1.6
2013.904100	2.0
2014.070132	1.5
2014.091154	1.5
2014.118062	3.0
2014.132084	1.7
2014.190084	2.3
2014.202187	1.9
2014.210646	2.1
2014.223114	1.6
2014.372898	1.6
2014.456539	1.8
2014.500636	2.1
2014.604558	2.0
2014.666586	2.6
2014.666655	1.6
2014.733883	1.5
2014.746541	2.8
2014.803518	1.5
2014.843974	2.9
2014.994820	2.8
2015.014489	2.7
2015.030033	1.5
2015.047820	1.5
2015.084060	1.6
2015.116906	1.9
2015.151832	2.3
2015.226195	2.3
2015.371489	1.6
2015.385976	1.8
2015.401241	2.0
2015.430098	1.9
2015.438634	1.8
2015.512688	2.1
2015.628208	2.0
2015.639519	1.6
2015.747271	3.1
2015.829238	1.7
2015.829545	2.3
2015.918569	1.6
2015.953428	1.6
2015.954307	1.7
2016.017012	1.6
2016.045077	1.5
2016.070853	1.5
2016.152828	2.4
2016.229673	1.8
2016.420164	1.5
2016.544737	1.7
2016.670909	2.1
2016.833357	1.9
2016.833443	2.2
2016.887405	1.6
2016.931908	1.8
2016.954777	1.6
2017.124661	1.6
2017.176665	1.6
2017.190511	2.1
2017.255937	1.8
2017.316661	2.0
2017.335533	1.5
2017.370037	1.7
2017.401768	2.6
2017.658410	1.8
2017.661579	1.5
2017.679240	1.9
2017.718433	1.6
2017.892854	1.5
2017.916388	1.7
2017.918837	1.7
2017.931448	1.8
2017.941645	2.1
2017.974849	1.7
2018.020778	3.4
2018.083697	1.6
2018.105870	2.0
2018.110728	1.7
2018.114260	2.2
2018.228672	1.6
2018.229213	1.5
2018.281909	2.8
2018.344367	1.6
2018.386240	1.6
2018.486592	1.6
2018.600334	1.9
2018.603657	1.8
2018.856585	1.6
2018.900871	1.6
2019.135646	1.6
2019.161560	1.6
2019.239911	1.5
2019.285738	1.6
2019.314549	1.8
2019.386737	3.4
2019.436188	2.5
2019.448131	1.9
2019.688557	1.5
2019.763959	1.6
2019.922762	1.9
2020.065299	1.6
2020.168225	2.0
2020.209100	1.8
2020.223537	2.3
2020.323581	1.5
2020.333700	2.5
2020.340071	1.8
2020.417340	1.9
2020.534530	2.7
2020.538337	1.8
2020.546691	2.3
2020.667181	1.9
2020.672755	2.0
2020.796492	1.7
2020.903165	1.6
2020.971026	1.8
2021.064108	1.9
2021.072768	1.9
2021.322805	2.3
2021.443777	2.0
2021.463135	2.3
2021.497675	2.2
2021.592608	1.8
2021.756505	2.5
2021.757713	1.8
2021.758538	2.2
2021.852268	1.7
2021.874062	3.2
